,Element Name,Element Type,Element ID,Location,Location ID,Cell Line,Cell Type,Organism,Positive Reg Name,Positive Reg Type,Positive Reg ID,Positive Reg Location,Positive Reg Location ID,Negative Reg Name,Negative Reg Type,Negative Reg ID,Negative Reg Location,Negative Reg Location ID,Connection Type,Mechanism,Paper ID,Evidence,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
568,apoptosis,biological process,go:0006915,nan,nan,nan,nan,nan,glucose,chemical,hmdb06564,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc4720880'],"['although pfk-15 and 3-po , two inhibitors of pfkfb3 , 26 decreased the magnitude of autophagy and increased the rasfonin induced cleavage of parp-1 , the inhibition of glucose uptake by 2-deoxyglucose ( 2-dg ) or glucose-free medium reduces both rasfonin dependent autophagy and apoptosis .']",1,10.0,20.0,1.0,30.0
583,apoptosis,biological process,go:0006915,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,igf1,protein,p05019,nan,nan,i,['none'],['pmc3750018'],"['in addition , rapalogs incompletely inhibit the 4e-bp1 phosphorylation [ xref_bibr ] and do not induce apoptosis in cancer cells [ xref_bibr ] because the igf1 pathway inhibits apoptosis [ xref_bibr ] .']",1,10.0,20.0,1.0,30.0
635,apoptosis,biological process,go:0006915,nan,nan,uaz:cvcl_9115,nan,nan,nan,nan,nan,nan,nan,src,protein family|protein complex,src,nan,nan,i,['none'],['pmc4040661'],"['overall , these results indicated that downregulation of src decreases 5-fu-induced apoptosis of mefs and colon cancer cells . ++++ src has been reported to inhibit apoptosis by activating the phosphatidylinositol 3-kinase/akt pathway , which protects cells against pro apoptotic stimuli through the phosphorylation and inactivation of death accelerators , such as bad , bax and caspase-9 .']",1,10.0,20.0,1.0,30.0
5576,tsc2,protein,p49815,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,nan,nan,d,"['phosphorylation', 'phosphorylation']","['pmc3660063', 'pmc4102778']","['in cells that express activated akt , akt may phosphorylate tsc2 resulting in its inactivation . ++++ tsc2 phosphorylation by akt represses gap activity of the tsc1 and tsc2 complex , allowing rheb to accumulate in a gtp bound state .', 'tsc2 phosphorylation by akt represses gap activity of the tsc1 and tsc2 complex , allowing rheb to accumulate in a gtp bound state .']",2,10.0,10.0,1.0,30.0
5587,tsc2,protein,p49815,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,wnt,protein family|protein complex,wnt,nan,nan,i,['phosphorylation'],['pmc4102778'],"['in contrast , wnt signaling suppresses gsk-3-mediated phosphorylation of tsc2 and the mtorc1 pathway is activated .']",1,10.0,20.0,1.0,30.0
533,apoptosis,biological process,go:0006915,nan,nan,cellosaurus:cvcl_c111,nan,nan,nan,nan,nan,nan,nan,prb,protein,p06400,nan,nan,i,['none'],['pmc4296918'],"['for example , chk2 phosphorylates prb which enhances the formation of the transcriptionally inactive prb and e2f -1 complex causing g1/s arrest and apoptosis repression .']",1,10.0,20.0,1.0,30.0
354,akt2,protein,p31751,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,akt1,protein,p31749,nan,nan,i,['none'],['pmc3039802'],"['combinations of alpha-tea+ akt1 or 2 sirna acted cooperatively to induce apoptosis ( xref_fig ) and inhibit pakt ( ser 473 ) and total akt1 and akt2 , respectively , as well as pmtor ( ser 2448 ) , but had no effect on basal levels of perk1/2 , showing that the erk signalling pathway is independent of akt signalling ( xref_fig ) .']",1,10.0,20.0,1.0,30.0
2977,insulin,protein,p01308,nan,nan,cellosaurus:cvcl_1561,nan,nan,mapk,protein family|protein complex,erk,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc150512'],"['to examine whether the p44/42 mapk pathway mediates insulin signaling in the h441 cells , pd98059 , an inhibitor of the p44/42 mapk pathway , was used [ xref_bibr ] .']",1,10.0,20.0,1.0,30.0
5720,wnt,protein family|protein complex,wnt,nan,nan,nan,nan,nan,wnt,protein family|protein complex,wnt,nan,nan,nan,nan,nan,nan,nan,d,['phosphorylation'],['pmc2654145'],"['on activation by wnt , the wnt co-receptor ldl receptor related protein 6 ( lrp6 ) is phosphorylated at multiple conserved intracellular pppspxs motifs by glycogen synthase kinase 3 ( gsk3 ) and casein kinase 1 ( ck1 ) , resulting in recruitment of the scaffolding protein axin to lrp6 .']",1,10.0,20.0,1.0,30.0
429,apoptosis,biological process,go:0006915,mitochondria,go:0005739,cellosaurus:cvcl_7955,cl:cl:0000100,uberon:uberon:0000105,nan,nan,nan,nan,nan,map,protein,p12872,mitochondria,go:0005739,i,['none'],['pmc2185587'],"['in this report , we examine the cellular mechanism by which akt inhibits apoptosis in hybrid motor neuron 1 ( hmn1 ) cells , a neuronal cell line that requires pi 3-kinase but not map kinase for survival .']",1,10.0,20.0,1.0,30.0
2998,integrin,protein,p08648,nan,nan,nan,nan,nan,src,protein family|protein complex,src,nan,nan,yfp-cd2,protein,p06729.t,nan,nan,i,['none'],['pmc4638348'],['expression of yfp-cd2 inhibits src mediated integrin and fak signaling .'],1,10.0,20.0,1.0,30.0
593,apoptosis,biological process,go:0006915,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,wnt,protein family|protein complex,wnt,nan,nan,i,['none'],['pmc4568445'],['a destruction complex operating at reduced levels could lead to high enough betacat levels to activate wnt target genes but could maintain low enough levels to be quickly shut down when needed ; it would also prevent the apoptosis seen in some cell types at extremely high betacat levels .'],1,10.0,20.0,1.0,30.0
591,apoptosis,biological process,go:0006915,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,src,protein family|protein complex,src,nan,nan,i,['none'],['pmc3621671'],"['functionally , src antagonizes the ability of ing1 to induce apoptosis , most likely through relocalization of ing1 and down regulation of ing1 levels .']",1,10.0,20.0,1.0,30.0
590,apoptosis,biological process,go:0006915,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ros,chemical,chebi:26523,nan,nan,i,['none'],['pmc4040661'],"['xref_bibr , xref_bibr , xref_bibr we hypothesized that this effect might be due to their efficiency at decreasing the levels of reactive oxygen species ( ros ) and thus inhibiting ros induced apoptosis .']",1,10.0,20.0,1.0,30.0
5727,wnt,protein family|protein complex,wnt,other,go:0005925,nan,nan,nan,nan,nan,nan,nan,nan,tp53,protein,p04637,other,go:0005925,i,['none'],['pmc4102778'],['tp53 and mirna34 are normally suppressors of wnt and beta catenin signaling [ xref_bibr ] .'],1,10.0,20.0,1.0,30.0
3067,irs-1,protein,p35568,nan,nan,nan,nan,nan,mammalian target of rapamycin,protein,p42345,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc3039802'],"['mammalian target of rapamycin and erk have been reported to negatively regulate irs-1 via their downstream mediator p70s6k , providing a negative feedback mechanism for turning off activation of akt .']",1,10.0,20.0,1.0,30.0
329,akt,protein family|protein complex,akt,other,go:0016020,nan,nan,nan,mtor,protein,p42345,other,go:0016020,nan,nan,nan,nan,nan,d,"['phosphorylation', 'phosphorylation']","['pmc3837323', 'pmc3837323']","['akt is then phosphorylated at thr 308 within its catalytic domain by phosphatidylinositol dependent kinase 1 ( pdk1 ) and at ser 473 within its c-terminus regulatory domain by mtor complex 2 ( mtorc2 , see later on ) , resulting in full activation of akt kinase ( xref_fig ) .', 'akt is then phosphorylated at thr 308 within its catalytic domain by phosphatidylinositol dependent kinase 1 ( pdk1 ) and at ser 473 within its c-terminus regulatory domain by mtor complex 2 ( mtorc2 , see later on ) , resulting in full activation of akt kinase ( xref_fig ) .']",2,10.0,10.0,1.0,30.0
255,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mtorc1,protein family|protein complex,mtorc1,nan,nan,i,"['none', 'none']","['pmc3660063', 'pmc4102778']","['assuming that equilibrium exists between these two complexes , when the mtorc1 complex is formed , it could antagonize the formation of the mtorc2 complex and reduce akt activity [ xref_bibr , xref_bibr ] . ++++ inhibition of mtorc1 signaling by rapamycin and rapalogs removes the previously mentioned negative feedback loop and activates akt through pi3k . ++++ mtorc1 inhibits akt via a negative feedback loop which involves , at least in part , p70s6k [ xref_bibr ] .', 'mtorc1 also inhibits akt via a negative feedback loop which involves p70s6k and potentially other molecules [ xref_bibr ] .']",2,10.0,10.0,1.0,30.0
5671,vegf,protein,p15692,nucleus,go:0005634,nan,nan,nan,pten,protein,p60484:[genericmutant],nucleus,go:0005634,nan,nan,nan,nan,nan,i,['amount'],['pmc2652403'],"['furthermore , in human glioblastoma cells , pten mutation can cooperate with egfr activation to increase vegf mrna levels by transcriptionally up-regulating the proximal vegf promoter via the pi3k and akt pathway [ xref_bibr ] .']",1,10.0,20.0,1.0,30.0
588,apoptosis,biological process,go:0006915,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,pras40,protein,q96b36,nan,nan,i,['none'],['pmc2075366'],['pras40 deficiency prevents induction of apoptosis by tnfalpha and cycloheximide .'],1,10.0,20.0,1.0,30.0
2841,hif-1alpha,protein,q16665,nan,nan,nan,nan,uberon:uberon:0003891,glucose,chemical,hmdb06564,nan,nan,ly294002,chemical,3973,nan,nan,i,['transcription'],['pmc2652403'],"['in vitro , pik3ca expression positively correlated with the expression of vegf in ovarian cancer cells , whereas ly294002 reduced both the constitutive and inducible expression of hif-1alpha at the mrna and protein levels and abrogated vegf up-regulation by glucose starvation [ xref_bibr ] .']",1,10.0,20.0,1.0,30.0
2833,hif-1alpha,protein,q16665,nan,nan,cellosaurus:cvcl_s979,nan,nan,pten,protein,p60484,nan,nan,nan,nan,nan,nan,nan,i,['amount'],['pmc2652403'],"['in another study , insulin and epidermal growth factor or an inactivating mutation in the tumor suppressor pten specifically increased the protein levels of hif-1alpha , but not of hif-1beta in human cancer cell lines [ xref_bibr ] .']",1,10.0,20.0,1.0,30.0
586,apoptosis,biological process,go:0006915,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mtorc1,protein family|protein complex,mtorc1,nan,nan,i,['none'],['pmc2075366'],['constitutively active mtor reduces apoptosis xref_bibr whereas inhibition of mtorc1 with rapamycin induces or facilitates apoptosis in several cell lines xref_bibr - xref_bibr .'],1,10.0,20.0,1.0,30.0
582,apoptosis,biological process,go:0006915,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,igf-1r,protein,p08069,nan,nan,i,['none'],['pmc149420'],['recent work has shown that the igf-1r suppresses apoptosis by signaling through pi3k and akt [ xref_bibr ] .'],1,10.0,20.0,1.0,30.0
1747,chk2,protein,o96017,nan,nan,cellosaurus:cvcl_0045,nan,nan,nan,nan,nan,nan,nan,chk2,protein,o96017,nan,nan,i,['transcription'],['pmc4159025'],['inhibition of chk2 expression by antisense chk2 and hcds1 ( chk2as ) reduced dna damage-induce s and g2 checkpoints and facilitated apoptosis in human embryonic kidney 293 cells ( hek293 ) in a p53 independent manner [ xref_bibr ] .'],1,10.0,20.0,1.0,30.0
2141,egfr,protein,p00533,other,go:0009986,cellosaurus:cvcl_0022,nan,uberon:uberon:2005088,nan,nan,nan,nan,nan,pkc,protein family|protein complex,pkc,other,go:0009986,i,['none'],['pmc3709701'],"['in a431 and human embryonic kidney 293 ( hek293 ) cells , diacylglycerol kinase theta has been shown to counteract such pkc dependent inactivation of egfr , so that y845 phosphorylation and other signaling events are maintained [ xref_bibr ] .']",1,10.0,20.0,1.0,30.0
4448,pkb,protein,p31749,other,go:0016020,uaz:cvcl_9115,nan,nan,igf-1,protein,p05019,other,go:0016020,nan,nan,nan,nan,nan,i,['none'],['pmc2172316'],"['in control tsc2 +/+ mouse embryo fibroblasts ( mefs ) or tsc2 -/- mefs in which wild-type tsc2 has been reintroduced , pkb is activated by insulin , igf-1 , and egf ( xref_fig a ) .']",1,10.0,20.0,1.0,30.0
4443,pkb,protein,p31749,nan,nan,nan,nan,nan,tsc2,protein,p49815,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc2172316'],"['as a result of irs inactivation , tsc2 deficient cells exhibit a profound defect in pi3k signaling and fail to activate the serine threonine kinase pkb or respond to the migration and pro survival activities of igf-1 .']",1,10.0,20.0,1.0,30.0
4497,pp2a,protein,p67775,nan,nan,cellosaurus:cvcl_0041,nan,nan,nan,nan,nan,nan,nan,igf-1,protein,p05019,nan,nan,i,['none'],['pmc2868031'],"['furthermore , we found that igf-1 decreased the activity of pp2a , which was prevented by rapamycin ( xref_fig ) . ++++ igf-1 stimulation of mtor represses pp2a , resulting in activation of erk1/2 and this is prevented by rapamycin .']",1,10.0,20.0,1.0,30.0
763,autophagy,biological process,go:0006914,nan,nan,nan,nan,nan,bcl-2,protein,p10415,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc4294377'],"['therefore , anti-survival bh3-only bcl-2 family proteins can activate autophagy through freeing beclin-1 .']",1,10.0,20.0,1.0,30.0
765,autophagy,biological process,go:0006914,nan,nan,nan,nan,nan,glucose,chemical,hmdb06564,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc4720880'],"['although pfk-15 and 3-po , two inhibitors of pfkfb3 , 26 decreased the magnitude of autophagy and increased the rasfonin induced cleavage of parp-1 , the inhibition of glucose uptake by 2-deoxyglucose ( 2-dg ) or glucose-free medium reduces both rasfonin dependent autophagy and apoptosis .']",1,10.0,20.0,1.0,30.0
2036,dp,protein,p15924,cytoplasm,go:0005737,nan,nan,nan,nan,nan,nan,nan,nan,dp,protein,p15924:[substitutionmutant],cytoplasm,go:0005737,i,['phosphorylation'],['pmc4347645'],['these data support in vitro observations that r2834h dp decreases phosphorylation of dp compared with wt .'],1,10.0,20.0,1.0,30.0
3627,na,chemical,5360545,nan,nan,nan,nan,uberon:uberon:0001232,nan,nan,nan,nan,nan,epidermal growth factor,protein,p01133,nan,nan,i,['none'],['pmc2151644'],['epidermal growth factor ( egf ) causes acute inhibition of na absorption in collecting duct principal cells via an extracellular signal regulated kinase ( erk )-dependent mechanism . ++++ epidermal growth factor ( egf ) causes acute inhibition of na absorption in collecting duct principal cells via an extracellular signal regulated kinase ( erk )-dependent mechanism .'],1,10.0,20.0,1.0,30.0
1313,cdk4,protein,p11802,nan,nan,cellosaurus:cvcl_0291,nan,nan,cdk4,protein,p11802,nan,nan,nan,nan,nan,nan,nan,d,['phosphorylation'],['pmc3667761'],"['the model depicted in xref_fig assembles our main observations : cdk7 is required for cdk4 activation in vivo , but this requirement is conditioned by cdk4 binding to p21 , and other cdk4 activating kinases must exist to phosphorylate p21-unbound cdk4 during cdk7 inhibition .']",1,10.0,20.0,1.0,30.0
1327,cdk4,protein,p11802,nan,nan,nan,nan,nan,cdk4,protein,p11802,nan,nan,nan,nan,nan,nan,nan,d,['phosphorylation'],['pmc3667761'],['cdk4 was not phosphorylated by recombinant cdk2 and cdk4 complexes in these experiments ( not shown ) .'],1,10.0,20.0,1.0,30.0
3628,na,chemical,5360545,plasma membrane,go:0005886,nan,cl:cl:0000066,uberon:uberon:0001232,insulin,protein,p01308,plasma membrane,go:0005886,nan,nan,nan,nan,nan,i,['none'],['pmc2151644'],['insulin and vasopressin also increase na + transport in the collecting duct .'],1,10.0,20.0,1.0,30.0
4713,rac1,protein,p63000,other,go:0042641,nan,nan,nan,egfr,protein,p00533,other,go:0042641,nan,nan,nan,nan,nan,i,['none'],['pmc3537888'],"['egfr signaling is known to activate rac1 [ xref_bibr ] , which also regulates actomyosin contractility and cell shape , thus egfr activated rac1 may not only support pdgfr inhibitor-iv induced cell rounding but also stat3 nuclear import . ++++ egfr signaling is known to activate rac1 [ xref_bibr ] , which also regulates actomyosin contractility and cell shape , thus egfr activated rac1 may not only support pdgfr inhibitor-iv induced cell rounding but also stat3 nuclear import .']",1,10.0,20.0,1.0,30.0
5310,src,protein family|protein complex,src,nan,nan,nan,nan,nan,ir,protein,p06213,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc2683723'],"['in the model , these kinases are linked to src activity , which is differently stimulated by egfr or ir .']",1,10.0,20.0,1.0,30.0
1629,cell proliferation,biological process,go:0008283,nan,nan,nan,nan,nan,tsc2,protein,p49815,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc1892639'],"['this suggests that tsc2 does not contribute to nsclc cell proliferation at baseline , but its phosphorylation partially mediates the growth inhibitory effect of rosiglitazone .']",1,10.0,20.0,1.0,30.0
4681,pten,protein,p60484,nan,nan,nan,nan,nan,pten,protein,p60484,nan,nan,nan,nan,nan,nan,nan,i,['transcription'],['pmc3734838'],"['additionally , pten expression was upregulated by foxo3a and ( xref_fig and xref_fig ) , and pten activity was enhanced in response to selenite treatment ( xref_fig ) .']",1,10.0,20.0,1.0,30.0
4677,pten,protein,p60484,nan,nan,nan,cl:cl:0000037,nan,pten,protein,p60484.m,nan,nan,nan,nan,nan,nan,nan,i,['transcription'],['pmc3660063'],['pten promoter methylation leads to low pten expression [ xref_bibr ] .'],1,10.0,20.0,1.0,30.0
5301,src,protein family|protein complex,src,nan,nan,cellosaurus:cvcl_5594 ++++ cellosaurus:cvcl_s979,cl:cl:0000575 ++++ cl:cl:2000042,nan,src,protein family|protein complex,src,nan,nan,nan,nan,nan,nan,nan,i,['generic_event'],['pmc3709701'],"['crosstalk of met with the src and egfr signaling pathway has also been demonstrated in bladder carcinoma cells , in which serum independent growth of the cells requires the activation of egfr and src , which leads to the phosphorylation of met on y1003 [ xref_bibr ] . ++++ another kind of environmental pollutant , hexachlorobenzene , has also been shown to promote src activation and y845 phosphorylation of egfr , which leads to the activation of stat5b and the erk and mapk pathways and cell migration [ xref_bibr , xref_bibr ] . ++++ the cytotoxicity of arsenic trioxide in keratinocytes involves nadph oxidase and p67 phox -mediated production of ros , which is under the control of src activation and y845 phosphorylation of egfr [ xref_bibr ] . ++++ for example , in sum229 breast cancer cells , src activation and y845 phosphorylation of egfr depend upon the activity of met , as judged by the effects of the met specific activator ( hgf ) and inhibitors ( su11274 ) .']",1,10.0,20.0,1.0,30.0
5299,src,protein family|protein complex,src,nan,nan,cellosaurus:cvcl_0546 ++++ cellosaurus:cvcl_0320,nan,nan,ros,chemical,chebi:26523,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc4040661'],['20 ros reportedly induce dramatic src activation . ++++ 5-fu-induced src activation is mediated by ros .'],1,10.0,20.0,1.0,30.0
4625,proliferation,biological process,go:0008283,other,sl-0276,uaz:cvcl_9115,cl:cl:0000646,nan,chk2,protein,o96017,other,sl-0276,nan,nan,nan,nan,nan,i,['none'],['pmc4331747'],['chk2 deficiency reduces p53 induction and increases proliferation of the skin of k5cre trf1 delta and delta chk2 -/- newborns .'],1,10.0,20.0,1.0,30.0
1597,cell proliferation,biological process,go:0008283,nan,nan,cellosaurus:cvcl_0234,nan,nan,nan,nan,nan,nan,nan,mtorc1,protein family|protein complex,mtorc1,nan,nan,i,['none'],['pmc4936323'],['we investigated cell proliferation in achn rcc cells treated with inhibitors of mtorc1 or gsk-3 .'],1,10.0,20.0,1.0,30.0
4617,proliferation,biological process,go:0008283,other,go:0016020,cellosaurus:cvcl_s979,cl:cl:0000312,uberon:uberon:0000479,src,protein family|protein complex,src,other,go:0016020,nan,nan,nan,nan,nan,i,['none'],['pmc3709701'],"['src dependent y845 phosphorylation also contributes to erk and mapk activation and proliferation of normal keratinocytes , which involves amphiregulin mediated autocrine signaling of egfr [ xref_bibr ] .']",1,10.0,20.0,1.0,30.0
3964,p38,protein family|protein complex,p38,nan,nan,cellosaurus:cvcl_0045,nan,nan,pp2,protein family|protein complex,ppp2,nan,nan,"src*1, src*1-","protein family|protein complex, protein family|protein complex","src, src.t",nan,nan,i,['phosphorylation'],['pmc4624070'],"['as shown in xref_fig , src over-expression significantly increased phosphorylation of p38 and the src induced phosphorylation of p38 is completely blocked by pp2 pre-treatment .']",1,10.0,20.0,1.0,30.0
5295,src,protein family|protein complex,src,nan,nan,cellosaurus:cvcl_0045,nan,nan,nan,nan,nan,nan,nan,pp2,protein family|protein complex,ppp2,nan,nan,i,['none'],['pmc2993755'],"['to test whether noxa1 is targeted by src under more physiological conditions , ht29 cells were treated with src inhibitor pp2 or pp3 , endogenous or ectopically expressed noxa1 was immunoprecipitated and the levels of tyrosine ( tyr )-phosphorylated noxa1 were analyzed using p-tyr antibody .']",1,10.0,20.0,1.0,30.0
3963,p38,protein family|protein complex,p38,nan,nan,cellosaurus:cvcl_0045,nan,nan,pp2,protein family|protein complex,ppp2,nan,nan,"src*1, src*1-","protein family|protein complex, protein family|protein complex","src, src",nan,nan,i,['phosphorylation'],['pmc4624070'],"['as shown in xref_fig , src over-expression significantly increased phosphorylation of p38 and the src induced phosphorylation of p38 is completely blocked by pp2 pre-treatment .']",1,10.0,20.0,1.0,30.0
5294,src,protein family|protein complex,src,nan,nan,cellosaurus:cvcl_0045,nan,nan,ir,protein,p06213,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc2683723'],"['considering a substantial src contribution to gab1 phosphorylation under various conditions , the model explains this observation by the fact that src is preferably activated by egfr and not by ir .']",1,10.0,20.0,1.0,30.0
3962,p38,protein family|protein complex,p38,nan,nan,cellosaurus:cvcl_0045,nan,nan,pp2,protein family|protein complex,ppp2,nan,nan,src,protein family|protein complex,src.p,nan,nan,i,['phosphorylation'],['pmc4624070'],"['as shown in xref_fig , src over-expression significantly increased phosphorylation of p38 and the src induced phosphorylation of p38 is completely blocked by pp2 pre-treatment .']",1,10.0,20.0,1.0,30.0
3955,p38,protein family|protein complex,p38,nan,nan,cellosaurus:cvcl_0045,nan,nan,nan,nan,nan,nan,nan,src,protein family|protein complex,src.t,nan,nan,i,['phosphorylation'],['pmc4624070'],"['because inhibition of src blocked ep2 induced p38 phosphorylation , we anticipated that overexpression of src would induce phosphorylation of p38 .']",1,10.0,20.0,1.0,30.0
4447,pkb,protein,p31749,other,go:0016020,uaz:cvcl_9115,nan,nan,egf,protein,p01133,other,go:0016020,nan,nan,nan,nan,nan,i,['none'],['pmc2172316'],"['in control tsc2 +/+ mouse embryo fibroblasts ( mefs ) or tsc2 -/- mefs in which wild-type tsc2 has been reintroduced , pkb is activated by insulin , igf-1 , and egf ( xref_fig a ) . ++++ in contrast , in tsc2 -/- mefs or tsc2 -/- mefs in which a pathogenic tsc2 mutant is reintroduced , pkb is activated strongly only by egf .']",1,10.0,20.0,1.0,30.0
3857,p21,protein,p38936,nan,nan,atcc:crl-2522,nan,nan,pten,protein,p60484,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc3325598'],['cells with depleted pten protein levels or expressing pik3ca e545k exhibited increased levels of phospho-akt and phosphorylation of the akt substrate pras40 ( proline rich akt substrate of 40kda ) demonstrating pi3k pathway activation and consistent with a previous report accumulation of cell cycle inhibitors p53 and its target p21 ( xref_fig ) .'],1,10.0,20.0,1.0,30.0
4449,pkb,protein,p31749,other,go:0016020,uaz:cvcl_9115,nan,nan,insulin,protein,p01308,other,go:0016020,nan,nan,nan,nan,nan,i,['none'],['pmc2172316'],"['in control tsc2 +/+ mouse embryo fibroblasts ( mefs ) or tsc2 -/- mefs in which wild-type tsc2 has been reintroduced , pkb is activated by insulin , igf-1 , and egf ( xref_fig a ) .']",1,10.0,20.0,1.0,30.0
4115,p53,protein,p04637,other,go:0005730,nan,nan,nan,arf,protein,q8n726,other,go:0005730,nan,nan,nan,nan,nan,i,['none'],['pmc4171619'],"['recent studies have reported that the strength of signal originating from oncogene activation is also important in the arf mediated activation of p53 [ xref_bibr - xref_bibr ] . ++++ arf has been reported to promote p53 stability by sequestering mdm2 to the nucleolus [ xref_bibr , xref_bibr ] , whereas others have reported that nucleoplasmic arf suppresses mdm2 activity [ xref_bibr - xref_bibr , xref_bibr ] .']",1,10.0,20.0,1.0,30.0
1735,chk1,protein,o14757,nan,nan,nan,nan,nan,pp2a,protein,p67775,nan,nan,dsb [,other,uaz03243,nan,nan,i,['phosphorylation'],['pmc2954851'],['the inhibition of pp2a also enhanced chk1 phosphorylation following activation by dsb [ xref_bibr ] .'],1,10.0,20.0,1.0,30.0
3573,mtorc1,protein family|protein complex,mtorc1,other,go:0038201,nan,nan,nan,insulin,protein,p01308,other,go:0038201,nan,nan,nan,nan,nan,i,['none'],['pmc2075366'],"['mtorc1 is activated by nutrients ( amino acids ) , anabolic growth factors ( e.g. , insulin and insulin like growth factor ) , and cellular energy ( atp ) xref_bibr - xref_bibr .']",1,10.0,20.0,1.0,30.0
4949,ros,chemical,chebi:26523,nan,nan,cellosaurus:cvcl_0428,nan,nan,nan,nan,nan,nan,nan,chk2,protein,o96017,nan,nan,i,['none'],['pmc4159025'],['it remains largely unknown how chk2 inhibition increases ros production induced by dna damaging agents such as gem .'],1,10.0,20.0,1.0,30.0
4104,p53,protein,p04637,nucleus,go:0005634,cellosaurus:cvcl_0022,nan,nan,pten,protein,p60484,nucleus,go:0005634,nan,nan,nan,nan,nan,i,['none'],['pmc2652403'],['retroviral transduction of pten into pten null glioblastoma cells increases p53 activity and expression of p53 target genes and induces cell cycle arrest [ xref_bibr ] . ++++ retroviral transduction of pten into pten null glioblastoma cells increases p53 activity and expression of p53 target genes and induces cell cycle arrest [ xref_bibr ] .'],1,10.0,20.0,1.0,30.0
1176,caspase-7,protein,p55210,nan,nan,cellosaurus:cvcl_0063,nan,nan,caspase-9,protein,p55211,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc4040661'],['the presence of caspase-9 protein activated caspase-7 to a higher level than in its absence .'],1,10.0,20.0,1.0,30.0
4112,p53,protein,p04637,other,go:0005657,cellosaurus:cvcl_c111,cl:cl:0000255,nan,atm,protein,q13315,other,go:0005657,nan,nan,nan,nan,nan,i,['none'],['pmc4296918'],"['in the second , atm phosphorylates the serine/threonine kinase receptor associated protein strap , a p53 cofactor , promoting its nuclear localization , whereas strap phosphorylation by chk2 augments its stability , inducing a p53 dependent g2/m arrest .']",1,10.0,20.0,1.0,30.0
1750,chk2,protein,o96017,nan,nan,cellosaurus:cvcl_0428,nan,nan,nan,nan,nan,nan,nan,chk2,protein,o96017,nan,nan,i,['amount'],['pmc4159025'],['knockdown of chk2 by chk2 specific sirna completely reduced the level of chk2 in mia paca-2 cells ( xref_fig a ) .'],1,10.0,20.0,1.0,30.0
4109,p53,protein,p04637,other,go:0005654,cellosaurus:cvcl_0042,nan,nan,nan,nan,nan,nan,nan,pras40,protein,q96b36,other,go:0005654,i,['none'],['pmc4216640'],"['xref_bibr - xref_bibr , xref_bibr , xref_bibr , xref_bibr because pras40 displays pro survival xref_bibr , xref_bibr , xref_bibr and pro tumorigenic xref_bibr , xref_bibr activity through an unknown mechanism , we hypothesized that pras40 negatively regulates p53 through association with rpl11 and inhibition of the rpl11-hdm2-p53 pathway . ++++ importantly , re-introduction of wt pras40 completely rescues this effect , whereas rpl11 binding-null pras40 t246a fails to do so ( xref_fig ) , indicating that the ability of pras40 to suppress p53 is dependent upon the capacity of pras40 to associate with rpl11 . ++++ pras40 depletion induces p53 protein stability in an rpl11 dependent manner . ++++ taken together , our results suggest that pras40 negatively regulates p53 stability and activity by inhibiting the rpl11-hdm2 pathway in a manner dependent upon pras40-rpl11 association , thereby helping to suppress p53 mediated induction of senescence in unstressed cells . ++++ pras40 negatively regulates p53 dependent transcriptional activity and senescence . ++++ this provides further support for the hypothesis that pras40 negatively regulates p53 through inhibition of the rpl11-hdm2 pathway .']",1,10.0,20.0,1.0,30.0
1778,chk2,protein,o96017,other,go:0005813,nan,nan,nan,pi3k,other,uaz00709,other,go:0005813,nan,nan,nan,nan,nan,i,['none'],['pmc4296918'],"['chk2 may also be activated by dna dependent protein kinase , another member of the pi3k family .']",1,10.0,20.0,1.0,30.0
